cancer_type	cancer_type_code	drug	gene	proximal_cancer_genes	label	type_alt	genomic_element	samples_mut_treatment	freq_t	samples_mut_control	freq_c	qvalue	log_qvalue	log2(odds_ratio)	significant	annotated	representative_mech	is_treatment_exclusive	is_TED	Literature	comment	is_subtype	found_in_subtype	is_target_treatment
Breast carcinoma	BRCA	CDK4__6_inhibitor	AC009158.1		AC009158.1 - CDK4  6 inhibitor (BRCA)	Amp		6	0.08823529411764706	6	0.029850746268656716	0.259431120610388	0.5859779284111841	1.64567113570051	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Microtubule_inhibitor	CARD11		CARD11 - Microtubule inhibitor (BRCA)	Amp		3	0.13636363636363635	8	0.03980099502487562	0.262322676881923	0.5811641645412065	1.91575079524046	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Selective_ER_modulator	FOXA1		FOXA1 - Selective ER modulator (BRCA)	coding mutations		29	0.0728643216080402	7	0.03482587064676617	0.2627763733945859	0.5804136854046085	1.1276373807904168	False	False	False	True	False			False	True	False
Uterus carcinoma	UCEC	Platinum	KRAS		KRAS - Platinum (UCEC)	coding mutations		4	0.26666666666666666	3	0.07142857142857142	0.2627763733945859	0.5804136854046085	2.241313252718531	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Selective_ER_modulator	CBFB		CBFB - Selective ER modulator (BRCA)	coding mutations		11	0.02763819095477387	12	0.05970149253731343	0.26401884657846497	0.5783650705813523	-1.1525347543363014	False	False	False	False	False			False	True	False
Esophageal carcinoma	ESCA	Pyrimidine_antagonist	MUC6		MUC6 - Pyrimidine antagonist (ESCA)	coding mutations		10	0.3448275862068966	15	0.17647058823529413	0.266065274066895	0.575011804386087	1.2969802662192116	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Pyrimidine_antagonist	GATA3		GATA3 - Pyrimidine antagonist (BRCA)	coding mutations		50	0.1736111111111111	23	0.11442786069651742	0.2676361762274477	0.5724551836019867	0.7081677554904799	False	False	False	False	False			False	True	False
Breast cancer ER+/HER2-	BRCA_ERpos	Alkylating	MAP3K1		MAP3K1 - Alkylating (BRCA ERpos)	coding mutations		19	0.07196969696969698	11	0.1375	0.274085196774242	0.5621144198887054	-1.0366549083246734	False	False	False	False	False			True	False	False
Breast carcinoma	BRCA	Anti_VEGF	RPL21P122		MAP2K4 - Anti VEGF (BRCA)	Del		4	0.1111111111111111	8	0.03980099502487562	0.282148027427687	0.5495229816521902	1.5832933797982902	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Platinum	ENSG00000148735_PLEKHS1		PLEKHS1 [proximal promoters] - Platinum (BRCA)	non-coding mutation	proximal_promoters	7	0.109375	10	0.04975124378109453	0.2828953789817753	0.5483741465660089	1.236103174448342	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Selective_ER_modulator	ENSG00000164967_RPP25L		RPP25L [proximal promoters] - Selective ER modulator (BRCA)	non-coding mutation	proximal_promoters	5	0.01256281407035176	0	0.0	0.2828953789817753	0.5483741465660089	2.3392090207282368	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Selective_ER_modulator	ENSG00000151014_NOCT		NOCT [proximal promoters] - Selective ER modulator (BRCA)	non-coding mutation	proximal_promoters	5	0.01256281407035176	0	0.0	0.2828953789817753	0.5483741465660089	2.3392090207282368	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Selective_ER_modulator	ENSG00000139211_AMIGO2		AMIGO2 [proximal promoters] - Selective ER modulator (BRCA)	non-coding mutation	proximal_promoters	5	0.01256281407035176	0	0.0	0.2828953789817753	0.5483741465660089	2.3392090207282368	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Selective_ER_modulator	ENSG00000159256_MORC3		MORC3 [proximal promoters] - Selective ER modulator (BRCA)	non-coding mutation	proximal_promoters	5	0.01256281407035176	0	0.0	0.2828953789817753	0.5483741465660089	2.3392090207282368	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Selective_ER_modulator	ENSG00000188558_OR2G6		OR2G6 [3utr] - Selective ER modulator (BRCA)	non-coding mutation	3utr	23	0.05778894472361809	6	0.029850746268656716	0.2828953789817753	0.5483741465660089	1.0024024902153046	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Anthracycline	ENSG00000066468_FGFR2		FGFR2 [proximal promoters] - Anthracycline (BRCA)	non-coding mutation	proximal_promoters	12	0.031007751937984496	2	0.009950248756218905	0.2828953789817753	0.5483741465660089	1.6753643127491455	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Anthracycline	ENSG00000164967_RPP25L		RPP25L [proximal promoters] - Anthracycline (BRCA)	non-coding mutation	proximal_promoters	5	0.012919896640826873	0	0.0	0.2828953789817753	0.5483741465660089	2.379565085542319	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Alkylating	ENSG00000164967_RPP25L		RPP25L [proximal promoters] - Alkylating (BRCA)	non-coding mutation	proximal_promoters	5	0.012987012987012988	0	0.0	0.2828953789817753	0.5483741465660089	2.3870258784447387	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Alkylating	ENSG00000276216_AC245014.3		AC245014.3 [lncrna exons] - Alkylating (BRCA)	non-coding mutation	lncrna_exons	5	0.012987012987012988	0	0.0	0.2828953789817753	0.5483741465660089	2.3870258784447387	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	CDK4__6_inhibitor	ENSG00000148735_PLEKHS1		PLEKHS1 [proximal promoters] - CDK4  6 inhibitor (BRCA)	non-coding mutation	proximal_promoters	7	0.10294117647058823	10	0.04975124378109453	0.2828953789817753	0.5483741465660089	1.138685576287089	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Aromatase_inhibitor	ENSG00000148735_PLEKHS1		PLEKHS1 [proximal promoters] - Aromatase inhibitor (BRCA)	non-coding mutation	proximal_promoters	29	0.08192090395480225	10	0.04975124378109453	0.2828953789817753	0.5483741465660089	0.7776260746352562	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Aromatase_inhibitor	ENSG00000164967_RPP25L		RPP25L [proximal promoters] - Aromatase inhibitor (BRCA)	non-coding mutation	proximal_promoters	5	0.014124293785310734	0	0.0	0.2828953789817753	0.5483741465660089	2.5079128670209063	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Anti_VEGF	ENSG00000108239_TBC1D12		TBC1D12 [5utr] - Anti VEGF (BRCA)	non-coding mutation	5utr	3	0.08333333333333333	6	0.029850746268656716	0.2828953789817753	0.5483741465660089	1.5678109173364434	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Taxane	ENSG00000149016_TUT1		TUT1 [proximal promoters] - Taxane (BRCA)	non-coding mutation	proximal_promoters	5	0.013623978201634877	0	0.0	0.2828953789817753	0.5483741465660089	2.4559753058427694	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Taxane	ENSG00000172361_CFAP53		CFAP53 [proximal promoters] - Taxane (BRCA)	non-coding mutation	proximal_promoters	5	0.013623978201634877	0	0.0	0.2828953789817753	0.5483741465660089	2.4559753058427694	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Taxane	ENSG00000276216_AC245014.3		AC245014.3 [lncrna exons] - Taxane (BRCA)	non-coding mutation	lncrna_exons	5	0.013623978201634877	0	0.0	0.2828953789817753	0.5483741465660089	2.4559753058427694	False	False	False	True	False			False	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Alkaloid	TP53		TP53 - Alkaloid (BRCA ERpos)	coding mutations		11	0.3793103448275862	16	0.2	0.2833783901197956	0.5476332712712015	1.2900966899323345	False	False	False	False	False			True	False	False
Breast carcinoma	BRCA	Aromatase_inhibitor	MAP2K4		MAP2K4 - Aromatase inhibitor (BRCA)	coding mutations		24	0.06779661016949153	6	0.029850746268656716	0.2833783901197956	0.5476332712712015	1.2459949330846596	False	False	False	True	False			False	True	False
Colorectal carcinoma	COREAD	Platinum	SOX9		SOX9 - Platinum (COREAD)	coding mutations		19	0.06934306569343066	7	0.13725490196078433	0.2833783901197956	0.5476332712712015	-1.2478747628035969	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Alkylating	ARID1A		ARID1A - Alkylating (BRCA)	coding mutations		20	0.05194805194805195	4	0.01990049751243781	0.2834920703028278	0.5474590844673323	1.4367183137264168	False	False	False	True	False			False	True	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anti_AR__GnRH	RP11-150O12.3		RP11-150O12.3 - Anti AR  GnRH (BRCA-ERpos)	Amp		22	0.3492063492063492	16	0.2	0.285903894714535	0.5437799284422553	1.0939530880991502	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anti_AR__GnRH	RP11-150O12.3		RP11-150O12.3 - Anti AR  GnRH (BRCA-ERpos)	Amp		22	0.3492063492063492	16	0.2	0.285903894714535	0.5437799284422553	1.0939530880991502	False	False	False	False	False			True	False	False
Breast carcinoma	BRCA	Aromatase_inhibitor	ZMIZ1		ZMIZ1 - Aromatase inhibitor (BRCA)	Amp		20	0.05649717514124294	5	0.024875621890547265	0.286010373814857	0.5436182143924866	1.2290793204581498	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Selective_ER_modulator	ENSG00000148735_PLEKHS1		PLEKHS1 [proximal promoters] - Selective ER modulator (BRCA)	non-coding mutation	proximal_promoters	33	0.0829145728643216	10	0.04975124378109453	0.28634172469635705	0.5431153635219808	0.7964725946738821	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Selective_ER_modulator	ENSG00000285133_AC022506.1		AC022506.1 [proximal promoters] - Selective ER modulator (BRCA)	non-coding mutation	proximal_promoters	6	0.01507537688442211	0	0.0	0.28718720154013244	0.54183491827496	2.601768175892255	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Selective_ER_modulator	ENSG00000143320_CRABP2		CRABP2 [proximal promoters] - Selective ER modulator (BRCA)	non-coding mutation	proximal_promoters	6	0.01507537688442211	0	0.0	0.28718720154013244	0.54183491827496	2.601768175892255	False	False	False	True	False			False	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	CDK4__6_inhibitor	CCDC94		CCDC94 - CDK4  6 inhibitor (BRCA ERpos)	coding mutations		3	0.04838709677419355	0	0.0	0.2916606819281173	0.5351221131222429	10.380821783940931	False	False	False	True	False			True	False	False
Breast carcinoma	BRCA	Alkaloid	PIK3CA		PIK3CA - Alkaloid (BRCA)	coding mutations		20	0.4166666666666667	58	0.2885572139303483	0.29191693284344844	0.5347407127297445	0.8697206693844785	False	False	False	False	False			False	True	False
Breast cancer ER+/HER2-	BRCA_ERpos	Anti_HER2	PPIF		PPIF - Anti HER2 (BRCA-ERpos)	Amp		2	0.2	2	0.025	0.29411988864854	0.5314756071207167	3.21415723064482	False	False	False	True	False			True	False	False
Prostate carcinoma	PRAD	Anti_AR__GnRH	THADA		THADA - Anti AR  GnRH (PRAD)	Del		12	0.037037037037037035	1	0.006535947712418301	0.295699632739308	0.5291492148698614	2.55356726583849	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Alkaloid	YPEL2		ERBB2 - Alkaloid (BRCA)	Amp		8	0.16666666666666666	17	0.0845771144278607	0.31183580998641997	0.5060740136292312	1.10884639913259	False	False	False	False	False			False	False	False
Colorectal carcinoma	COREAD	Pyrimidine_antagonist	SOX9		SOX9 - Pyrimidine antagonist (COREAD)	coding mutations		23	0.0732484076433121	7	0.13725490196078433	0.3125088242821862	0.5051377150144563	-1.1600701002929548	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Taxane	ENSG00000108239_TBC1D12		TBC1D12 [5utr] - Taxane (BRCA)	non-coding mutation	5utr	5	0.013623978201634877	6	0.029850746268656716	0.3168421981347491	0.4991569823962237	-1.123763920433135	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Platinum	FOXA1		FOXA1 - Platinum (BRCA)	coding mutations		6	0.09375	7	0.03482587064676617	0.31717309469603033	0.4987036603223934	1.5200425460488045	False	False	False	True	False			False	True	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Pyrimidine_antagonist	GATA3		GATA3 - Pyrimidine antagonist (BRCA HER2pos)	coding mutations		6	0.3	1	0.05555555555555555	0.31717309469603033	0.4987036603223934	2.9721694850113765	False	False	False	False	False			True	False	False
Breast carcinoma	BRCA	Pyrimidine_antagonist	ENSG00000065559_MAP2K4		MAP2K4 [splice sites] - Pyrimidine antagonist (BRCA)	non-coding mutation	splice_sites	9	0.03125	2	0.009950248756218905	0.31800835207621925	0.4975614736854371	1.6869161514424222	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Aromatase_inhibitor	FOXA1		FOXA1 - Aromatase inhibitor (BRCA)	coding mutations		26	0.07344632768361582	7	0.03482587064676617	0.32133381069119554	0.4930435756496176	1.1405053686539837	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Taxane	RASSF5		NOTCH2 - Taxane (BRCA)	Amp		89	0.24250681198910082	37	0.18407960199004975	0.32143004169874895	0.4929135353689599	0.50402411466205	False	False	False	False	False			False	False	False
Lung adenocarcinoma	LUAD	Folate_antagonist	MIR1208		MIR1208 - Folate antagonist (LUAD)	Amp		21	0.3230769230769231	5	0.1388888888888889	0.322099073118484	0.4920105249167474	1.5508313591940799	False	False	False	False	False			False	False	False
Lung adenocarcinoma	LUAD	Folate_antagonist	MIR1208		MIR1208 - Folate antagonist (LUAD)	Amp		21	0.3230769230769231	5	0.1388888888888889	0.322099073118484	0.4920105249167474	1.5508313591940799	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Taxane	MAX		MAX - Taxane (BRCA)	coding mutations		6	0.01634877384196185	0	0.0	0.32377053674193024	0.4897626747691473	10.972979786066293	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	mTOR_inhibitor	PIK3CA		PIK3CA - mTOR inhibitor (BRCA)	coding mutations		27	0.40298507462686567	58	0.2885572139303483	0.32377053674193024	0.4897626747691473	0.7722205927368632	False	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Anti_HER2	CDH1		CDH1 - Anti HER2 (BRCA)	coding mutations		10	0.1282051282051282	13	0.06467661691542288	0.32377053674193024	0.4897626747691473	1.0892926013591866	False	False	False	False	False			False	False	False
Cholangiocarcinoma	CHOL	Platinum	KRAS		KRAS - Platinum (CHOL)	coding mutations		5	0.38461538461538464	3	0.11538461538461539	0.32377053674193024	0.4897626747691473	2.196711948297074	False	False	False	False	False			False	False	False
Lung adenocarcinoma	LUAD	Platinum	CDKN2A.p16INK4a		CDKN2A.p16INK4a - Platinum (LUAD)	coding mutations		10	0.14084507042253522	1	0.027777777777777776	0.32377053674193024	0.4897626747691473	2.5207251934963866	False	False	False	True	False			False	False	False
Lung adenocarcinoma	LUAD	Platinum	ACVR2A		ACVR2A - Platinum (LUAD)	coding mutations		7	0.09859154929577464	0	0.0	0.32377053674193024	0.4897626747691473	8.68449817427207	False	False	False	True	False			False	False	False
Breast carcinoma	BRCA	Anthracycline	TBX3		TBX3 - Anthracycline (BRCA)	coding mutations		22	0.056847545219638244	5	0.024875621890547265	0.3298046249971049	0.4817432583439026	1.2410711875281677	False	False	False	True	False			False	True	False
Prostate carcinoma	PRAD	Anti_AR__GnRH	ENSG00000129514_FOXA1		FOXA1 [3utr] - Anti AR  GnRH (PRAD)	non-coding mutation	3utr	45	0.1388888888888889	15	0.09803921568627451	0.33032582614722555	0.4810574701633954	0.5790555415420935	False	False	False	False	False			False	False	False
Prostate carcinoma	PRAD	Anti_AR__GnRH	ENSG00000115484_CCT4		CCT4 [splice sites] - Anti AR  GnRH (PRAD)	non-coding mutation	splice_sites	8	0.024691358024691357	1	0.006535947712418301	0.33032582614722555	0.4810574701633954	1.9478910111379228	False	False	False	True	False			False	False	False
Prostate carcinoma	PRAD	Taxane	ENSG00000129514_FOXA1		FOXA1 [3utr] - Taxane (PRAD)	non-coding mutation	3utr	32	0.13973799126637554	15	0.09803921568627451	0.33032582614722555	0.4810574701633954	0.5892037888065589	False	False	False	False	False			False	False	False
Breast carcinoma	BRCA	Aromatase_inhibitor	RUNX1		RUNX1 - Aromatase inhibitor (BRCA)	coding mutations		13	0.03672316384180791	2	0.009950248756218905	0.33279418921306103	0.4778242653582809	1.928052569039828	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Alkylating	MAX		MAX - Alkylating (BRCA)	coding mutations		6	0.015584415584415584	0	0.0	0.33279418921306103	0.4778242653582809	10.972979786066293	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Anthracycline	MAX		MAX - Anthracycline (BRCA)	coding mutations		6	0.015503875968992248	0	0.0	0.33279418921306103	0.4778242653582809	10.972979786066293	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Selective_ER_modulator	TBX3		TBX3 - Selective ER modulator (BRCA)	coding mutations		23	0.05778894472361809	5	0.024875621890547265	0.33279418921306103	0.4778242653582809	1.2700475773237483	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	CDK4__6_inhibitor	PTEN		PTEN - CDK4  6 inhibitor (BRCA)	coding mutations		8	0.11764705882352941	11	0.05472636815920398	0.33279418921306103	0.4778242653582809	1.2041596914955237	False	False	False	False	False			False	True	False
Prostate carcinoma	PRAD	Anti_AR__GnRH	ENSG00000262202_AC007952.4		AC007952.4 [lncrna exons] - Anti AR  GnRH (PRAD)	non-coding mutation	lncrna_exons	4	0.012345679012345678	0	0.0	0.33484595175546783	0.4751549472605461	1.9213516929229089	False	False	False	True	False			False	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Pyrimidine_antagonist	ZNF703		ZNF703 - Pyrimidine antagonist (BRCA-HER2pos)	Amp		8	0.4	1	0.05555555555555555	0.33939393939393997	0.469295917207705	3.49873475527116	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Pyrimidine_antagonist	ZNF703		ZNF703 - Pyrimidine antagonist (BRCA-HER2pos)	Amp		8	0.4	1	0.05555555555555555	0.33939393939393997	0.469295917207705	3.49873475527116	False	False	False	False	False			True	False	False
Breast carcinoma	BRCA	Selective_ER_modulator	CDKN1B		CDKN1B - Selective ER modulator (BRCA)	coding mutations		13	0.032663316582914576	2	0.009950248756218905	0.34546402549330024	0.4615971707013312	1.7525300657796097	False	False	False	True	False			False	True	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	MLK4		MLK4 - Anti VEGF (COREAD MSS)	coding mutations		12	0.0625	6	0.14285714285714285	0.34546402549330024	0.4615971707013312	-1.3183258582071666	False	False	False	False	False			True	False	False
